Pourquoi	Rt	pourquoi
.	Fs	.
Dieux	Nc	dieux
que	Pr	que
viens	Vvc	venir
-je	Nc	-je
d'	S	de
entendre	Vvn	entendre
!	Fs	!
Et	Cc	et
que	Pr	que
viens	Vvc	venir
-je	Nc	-je
de	S	de
voir	Vvn	voir
!	Fs	!
N'	Rp	ne
est	Vuc	être
-ce	Vvc	-ce
point	Rg	point
un	Dn	un
fantôme	Nc	fantôme
,	Fw	,
ou	Cc	ou
n'	Rp	ne
est	Vuc	être
-ce	Vvc	-ce
point	Rg	point
un	Dn	un
songe	Nc	songe
,	Fw	,
Qui	Vvc	qui
d'	S	de
une	Dn	un
peur	Nc	peur
panique	Ag	panique
a	Vuc	avoir
produit	Ge	produire
ce	Dd	ce
mensonge	Nc	mensonge
!	Fs	!
Doncques	Nc	doncques
Brute	Vvc	brute
n'	Rp	ne
est	Vuc	être
plus	Rg	plus
,	Fw	,
croirai	Vvc	croire
-je	Vvn	-je
un	Dn	un
tel	Ag	tel
malheur	Nc	malheur
?	Fs	?
Puis	Vvc	pouvoir
-je	Vvc	-je
l'	Pp	il
avoir	Vun	avoir
appris	Ge	apprendre
sans	S	sans
mourir	Vvn	mourir
de	S	de
douleur	Nc	douleur
?	Fs	?
Mais	Cc	mais
hélas	I	hélas
!	Fs	!
Sur	S	sur
ce	Dd	ce
point	Nc	point
suis	Vuc	être
-je	Ge	-je
pas	Rg	pas
éclaircie	Ge	éclaircir
?	Fs	?
Vous	Pp	vous
m'	Pp	je
en	Pp	en
dites	Vvc	dire
assez	Rg	assez
,	Fw	,
désespoir	Nc	désespoir
de	S	de
Cassie	Nc	cassie
,	Fw	,
Songes	Nc	songe
sanglants	Ag	sanglant
et	Cc	et
noirs	Ag	noir
,	Fw	,
augures	Nc	augure
menaçants	Ag	menaçant
,	Fw	,
Des	Vvc	des
Sacrificateurs	Ag	sacrificateurs
visages	Nc	visage
pâlissants	Ga	pâlir
,	Fw	,
Astres	Vvc	astres
couverts	Ge	couvrir
d'	S	de
horreur	Nc	horreur
,	Fw	,
effroyables	Ag	effroyable
comètes	Nc	comète
,	Fw	,
De	Vvc	de
la	Da	le
fureur	Nc	fureur
des	S+Da	de+le|de+les
Dieux	Nc	dieux
,	Fw	,
horribles	Ag	horrible
interprètes	Nc	interprète
.	Fs	.
Vous	Pp	vous
m'	Pp	je
en	Pp	en
dites	Vvc	dire
assez	Rg	assez
,	Fw	,
saisissements	Nc	saisissement
,	Fw	,
horreurs	Nc	horreur
,	Fw	,
Désordre	Nc	désordre
de	S	de
mon	Ds	mon
âme	Nc	âme
,	Fw	,
invincibles	Ag	invincible
frayeurs	Nc	frayeur
;	Fw	;
Et	Vvc	et
sans	S	sans
en	Pp	en
consulter	Vvn	consulter
ma	Ds	mon
constance	Nc	constance
affaiblie	Ge	affaiblir
,	Fw	,
Ton	Vvc	ton
oeil	Nc	œil
m'	Pp	je
en	Pp	en
dit	Vvc	dire
assez	Rg	assez
,	Fw	,
triste	Ag	triste
,	Fw	,
et	Cc	et
chère	Ag	cher
Julie	Nc	julie
.	Fs	.
Doncques	Nc	doncques
Brute	Vvc	brute
n'	Rp	ne
est	Vuc	être
plus	Rg	plus
,	Fw	,
et	Cc	et
cet	Dd	ce
aimable	Ag	aimable
époux	Nc	époux
,	Fw	,
Si	Vvc	si
cher	Ag	cher
à	S	à
tout	Di	tout
le	Da	le
Monde	Nc	monde
,	Fw	,
est	Vuc	être
mort	Ge	mourir
aux	S+Da	à+les
yeux	Nc	œil
de	S	de
tous	Pi	tout
:	Fw	:
Ma	Ds	mon
gloire	Nc	gloire
,	Fw	,
et	Cc	et
mon	Ds	mon
espoir	Nc	espoir
,	Fw	,
vous	Pp	vous
n'	Rp	ne
êtes	Vuc	être
plus	Rg	plus
qu'	Cs	que
une	Dn	un
ombre	Nc	ombre
,	Fw	,
Héros	Nc	héros
brillant	Ga	briller
d'	S	de
honneur	Nc	honneur
,	Fw	,
maintenant	Rg	maintenant
pâle	Ag	pâle
et	Cc	et
sombre	Ag	sombre
,	Fw	,
Incomparable	Ag	incomparable
traits	Nc	trait|traits
de	S	de
grâce	Nc	grâce
,	Fw	,
et	Cc	et
de	S	de
valeur	Nc	valeur
,	Fw	,
Jadis	Vvc	jadis
toute	Di	tout
ma	Ds	mon
joie	Nc	joie
,	Fw	,
aujourd'hui	Rg	aujourd'hui
ma	Ds	mon
douleur	Nc	douleur
.	Fs	.
Dernier	Ag	dernier
fléau	Nc	fléau
des	S+Da	de+le|de+les
tyrans	Nc	tyran
,	Fw	,
et	Cc	et
plus	Rg	plus
craint	Vvc	craindre
que	Cs	que
la	Da	le
foudre	Nc	foudre
,	Fw	,
Vous	Nc	vous
n'	Rp	ne
êtes	Vuc	être
maintenant	Rg	maintenant
qu'	Cs	que
un	Dn	un
tronc	Nc	tronc
couvert	Ge	couvrir
de	S	de
poudre	Nc	poudre|poudré
.	Fs	.
Brute	Nc	brute
vous	Pp	vous
n'	Rp	ne
êtes	Vuc	être
plus	Rg	plus
,	Fw	,
et	Cc	et
ce	Dd	ce
coeur	Nc	cœur
amoureux	Ag	amoureux
Peut	Vvc	pouvoir
porter	Vvn	porter
sans	S	sans
mourir	Vvn	mourir
,	Fw	,
un	Dn	un
coup	Nc	coup
si	Rg	si
rigoureux	Ag	rigoureux
.	Fs	.
Ne	Rp	ne
puis	Vvc	pouvoir
-je	Nc	-je
que	Pr	que
pleurer	Vvn	pleurer
une	Dn	un
mort	Nc	mort
sans	S	sans
seconde	Nc	second|seconde
,	Fw	,
Qui	Vvc	qui
va	Vvc	aller
tirer	Vvn	tirer
des	Dn	un
pleurs	Nc	pleur
des	S+Da	de+le|de+les
yeux	Nc	œil
de	S	de
tout	Di	tout
le	Da	le
Monde	Nc	monde
!	Fs	!
Et	Cc	et
quand	Cs	quand
Brute	Vvc	brute
mourant	Ga	mourir
est	Vuc	être
regretté	Ge	regretter
de	S	de
tous	Pi	tout
,	Fw	,
Ne	Vvc	ne
puis	Cs	puis
-je	Vvc	-je
pas	Rg	pas
mourir	Vvn	mourir
par	S	par
la	Da	le
mort	Nc	mort
d'	S	de
un	Dn	un
époux	Nc	époux
?	Fs	?
Dieux	Nc	dieux
,	Fw	,
qui	Pr	qui
flattiez	Vvc	flatter
mon	Ds	mon
coeur	Nc	cœur
par	S	par
une	Dn	un
fausse	Ag	faux
joie	Nc	joie
,	Fw	,
Pour	Nc	pour
accroître	Vvn	accroître
le	Da	le
mal	Nc	mal
que	Cs	que
le	Da	le
destin	Nc	destin
m'	Pp	je
envoie	Vvc	envoyer
,	Fw	,
Qui	Vvc	qui
faites	Vvc	faire
à	S	à
mon	Ds	mon
sort	Nc	sort
un	Dn	un
si	Rg	si
prompt	Ag	prompt
changement	Nc	changement
,	Fw	,
Pour	Nc	pour
le	Pp	il
rendre	Vvn	rendre
plus	Rg	plus
dur	Ag	dur
à	S	à
mon	Ds	mon
ressentiment	Nc	ressentiment
;	Fw	;
Dieux	Nc	dieux
qui	Pr	qui
nous	Pp	nous
servez	Vvc	servir
mal	Rg	mal
,	Fw	,
Dieux	Nc	dieux
qui	Pr	qui
m'	Pp	je
avez	Vuc	avoir
trompée	Ge	tromper
,	Fw	,
Dieux	Nc	dieux
injustes	Ag	injuste
à	S	à
Brute	Vvc	brute
aussi	Rg	aussi
bien	Rg	bien
qu'	Cs	que
à	S	à
Pompée	Nc	pompée
,	Fw	,
Vous	Nc	vous
,	Fw	,
qui	Pr	qui
tout	Di	tout
mort	Nc	mort
qu'	Pr	que
il	Pp	il
est	Vuc	être
,	Fw	,
m'	Pp	je
empêchez	Vvc	empêcher
de	S	de
le	Pp	il
voir	Vvn	voir
,	Fw	,
Ne	Vvc	ne
puis	Cs	puis
-je	Vvc	-je
succomber	Vvn	succomber
que	Cs	que
par	S	par
le	Da	le
désespoir	Nc	désespoir
?	Fs	?
Quel	Dt	quel
plaisir	Nc	plaisir
prenez	Vvc	prendre
-vous	Nc	-vous
à	S	à
prolonger	Vvn	prolonger
ma	Ds	mon
vie	Nc	vie
?	Fs	?
Faut-il	Vvc	faut-il
que	Cs	que
par	S	par
moi-même	Pp	lui-même
elle	Pp	il
me	Pp	je
soit	Vuc	être
ravie	Ge	ravir
?	Fs	?
Et	Cc	et
que	Cs	que
l'	Pp	il
on	Pp	on
me	Pp	je
reproche	Vvc	reprocher
après	S	après
un	Dn	un
tel	Ag	tel
malheur	Nc	malheur
,	Fw	,
Que	Vvc	que
je	Pp	je
meurs	Vvc	mourir
par	S	par
ma	Ds	mon
main	Nc	main
,	Fw	,
et	Cc	et
non	Rg	non
par	S	par
la	Da	le
douleur	Nc	douleur
?	Fs	?
Mais	Cc	mais
Brute	Vvc	brute
il	Pp	il
te	Pp	tu
suffit	Vvc	suffire
que	Cs	que
je	Pp	je
cesse	Vvc	cesser
de	S	de
vivre	Vvn	vivre
:	Fw	:
Qu'	Pr	que
importe	Vvc	importer
,	Fw	,
quel	Dt	quel
chemin	Nc	chemin
je	Pp	je
prendrai	Vvc	prendre
pour	S	pour
te	Pp	tu
suivre	Vvn	suivre
.	Fs	.
Si	Cs	si
je	Pp	je
meurs	Vvc	mourir
aujourd'hui	Rg	aujourd'hui
par	S	par
un	Dn	un
illustre	Ag	illustre
effort	Nc	effort
,	Fw	,
La	Vvc	la
fille	Nc	fille
de	S	de
Caton	Nc	caton
peut	Vvc	pouvoir
choisir	Vvn	choisir
cette	Dd	ce
mort	Nc	mort
.	Fs	.
Madame	Nc	madame
,	Fw	,
surmontez	Vvc	surmonter
ces	Dd	ce
premières	Ag	premier
alarmes	Nc	alarme
.	Fs	.
Ah	I	ah
!	Fs	!
Ne	Rp	ne
t'	Pp	tu
oppose	Vvc	opposer
point	Rg	point
au	S+Da	à+le
torrent	Nc	torrent
de	S	de
mes	Ds	mon
larmes	Nc	larme
:	Fw	:
Si	Cs	si
tu	Pp	tu
m'	Pp	je
aimes	Vvc	aimer
encor	Nc	encor
,	Fw	,
viens	Vvc	venir
mourir	Vvn	mourir
avec	S	avec
moi	Pp	je
.	Fs	.
Je	Pp	je
n'	Rp	ne
y	Pp	y
recule	Vvc	reculer
point	Rg	point
,	Fw	,
mais	Cc	mais
qu'	Pr	que
est	Vuc	être
-ce	Vvc	-ce
que	Cs	que
je	Pp	je
vois	Vvc	voir
?	Fs	?
C'	Pd	ce
est	Vuc	être
Maxime	Vvc	maxime
,	Fw	,
et	Cc	et
son	Ds	son
front	Nc	front
marque	Vvc	marquer
beaucoup	Rg	beaucoup
de	S	de
joie	Nc	joie
.	Fs	.
Maxime	Nc	maxime
se	Pp	il
peut-il	Rg	peut-il
qu'	Cs	que
encor	Nc	encor
je	Pp	je
te	Pp	tu
revoie	Vvc	revoir|rêver
?	Fs	?
Hé	Vvc	hé
!	Fs	!
bien	Rg	bien
tout	Rg	tout
est	Vuc	être
perdu	Ge	perdre
.	Fs	.
Dieux	Nc	dieux
,	Fw	,
que	Cs	que
me	Pp	je
dites	Vvc	dire
-vous	Nc	-vous
!	Fs	!
Madame	Nc	madame
,	Fw	,
quand	Cs	quand
le	Pp	il
Ciel	Vvc	ciel
se	Pp	il
déclare	Vvc	déclarer
pour	S	pour
nous	Pp	nous
,	Fw	,
De	Vvc	de
grâce	Nc	grâce
,	Fw	,
cachez	Vvc	cacher
-lui	Nc	-lui
cette	Dd	ce
ingrate	Ag	ingrat
tristesse	Nc	tristesse
.	Fs	.
Mais	Cc	mais
plutôt	Rg	plutôt
cachez	Vvc	cacher
-moi	Vvc	-moi
cette	Dd	ce
fausse	Ag	faux
allégresse	Nc	allégresse
;	Fw	;
En	Vvc	en
vain	Ag	vain
quand	Cs	quand
je	Pp	je
connais	Vvc	connaître
l'	Da	le
excès	Nc	excès
de	S	de
mon	Ds	mon
malheur	Nc	malheur
,	Fw	,
Tu	Vvc	tu
veux	Vvc	vouloir
trahir	Vvn	trahir
ma	Ds	mon
gloire	Nc	gloire
,	Fw	,
et	Cc	et
tromper	Vvn	tromper
ma	Ds	mon
douleur	Nc	douleur
.	Fs	.
Madame	Nc	madame
,	Fw	,
donnez	Vvc	donner
-vous	Nc	-vous
le	Da	le
loisir	Nc	loisir
de	S	de
m'	Pp	je
entendre	Vvn	entendre
.	Fs	.
Hé	Vvc	hé
!	Fs	!
je	Pp	je
ne	Rp	ne
sais	Vvc	savoir
que	Rg	que
trop	Rg	trop
,	Fw	,
ce	Pd	ce
que	Pr	que
tu	Pp	tu
veux	Vvc	vouloir
m'	Pp	je
apprendre	Vvn	apprendre
;	Fw	;
Tu	Vvc	tu
me	Pp	je
diras	Vvc	dire
enfin	Rg	enfin
après	S	après
un	Dn	un
long	Ag	long
discours	Nc	discours
,	Fw	,
Que	Vvc	que
Brute	Ge	brute
étant	Ga	être
défait	Ge	défaire
a	Vuc	avoir
su	Ge	savoir
trancher	Vvn	trancher
ses	Ds	son
jours	Nc	jour
;	Fw	;
Qu'	Vvc	qu'
il	Pp	il
a	Vuc	avoir
su	Ge	savoir
mourir	Vvn	mourir
libre	Ag	libre
,	Fw	,
et	Cc	et
tout	Pi	tout
couvert	Ge	couvrir
de	S	de
gloire	Nc	gloire
.	Fs	.
Quel	Dt	quel
charme	Nc	charme
injurieux	Ag	injurieux
vous	Pp	vous
cache	Vvc	cacher
sa	Ds	son
victoire	Nc	victoire
?	Fs	?
Ces	Dd	ce
indignes	Ag	indigne
frayeurs	Nc	frayeur
me	Pp	je
rendent	Vvc	rendre
tout	Di	tout
confus	Ag	confus
:	Fw	:
Ouvrez	Vvc	ouvrer|ouvrir
les	Da	le
yeux	Nc	œil
,	Fw	,
Madame	Nc	madame
,	Fw	,
et	Cc	et
ne	Rp	ne
vous	Pp	vous
trompez	Vvc	tromper
plus	Rg	plus
.	Fs	.
J'	Pp	je
ai	Vuc	avoir
vu	Ge	voir
tout	Di	tout
le	Da	le
combat	Nc	combat
,	Fw	,
apprenez	Vvc	apprendre
-en	Vvn	-en
l'	Da	le
issue	Nc	issue
.	Fs	.
Il	Pp	il
est	Vuc	être
vrai	Ag	vrai
que	Cs	que
quelqu'un	Pi	quelqu'un
vous	Pp	vous
peut	Vvc	pouvoir
avoir	Vun	avoir
déçue	Ge	décevoir
:	Fw	:
La	Da	le
victoire	Nc	victoire
douteuse	Ag	douteur|douteux
a	Vuc	avoir
longtemps	Rg	longtemps
balancé	Ge	balancer
;	Fw	;
J'	Vvc	j'
ai	Vuc	avoir
vu	Ge	voir
plus	Rg	plus
d'	S	de
une	Dn	un
fois	Nc	fois
notre	Ds	notre
espoir	Nc	espoir
renversé	Ge	renverser
.	Fs	.
Et	Cc	et
voilà	S	voilà
le	Da	le
sujet	Nc	sujet
de	S	de
ces	Dd	ce
fausses	Ag	faux
alarmes	Nc	alarme
.	Fs	.
Mais	Cc	mais
,	Fw	,
Madame	Nc	madame
,	Fw	,
apprenez	Vvc	apprendre
le	Da	le
succès	Nc	succès
de	S	de
nos	Ds	notre
Armes	Nc	arme|armé
.	Fs	.
Étant	Ga	étant
auprès	Rg	auprès
de	S	de
Brute	Vvc	brute
,	Fw	,
assez	Rg	assez
près	Rg	près
des	Dn	un
hasards	Nc	hasard
,	Fw	,
J'	Vvc	j'
y	Pp	y
vois	Vvc	voir
voler	Vvn	voler
partout	Rg	partout
une	Dn	un
grêle	Nc	grêle
de	S	de
dards	Nc	dard
.	Fs	.
J'	Pp	je
avance	Vvc	avancer
sans	S	sans
songer	Vvn	songer
au	S+Da	à+le
péril	Nc	péril
de	S	de
ma	Ds	mon
vie	Nc	vie
,	Fw	,
Mais	Vvc	mais
un	Dn	un
zèle	Nc	zèle
plus	Rg	plus
fort	Rg	fort
m'	Pp	je
en	Pp	en
fit	Vvc	faire
perdre	Vvn	perdre
l'	Da	le
envie	Nc	envie
:	Fw	:
Je	Pp	je
m'	Pp	je
écarte	Vvc	écarter
,	Fw	,
et	Cc	et
soudain	Rg	soudain
nos	Ds	notre
Soldats	Nc	soldat
à	S	à
la	Da	le
fois	Nc	fois
,	Fw	,
Tous	Nc	toux
comme	Cs	comme
par	S	par
dépit	Nc	dépit
jettent	Vvc	jeter
arcs	Nc	arc
,	Fw	,
traits	Nc	trait|traits
,	Fw	,
carquois	Nc	carquois
:	Fw	:
Chacun	Pi	chacun
tire	Vvc	tirer
l'	Da	le
épée	Nc	épée
,	Fw	,
et	Cc	et
leurs	Ds	leur
brillantes	Ag	brillant
lames	Nc	lame|lamé
,	Fw	,
Dans	Vvc	dans
l'	Da	le
air	Nc	air
noirci	Ge	noircir
de	S	de
poudre	Nc	poudre|poudré
allument	Vvc	allumer
mille	Nc	mille
flammes	Ag	flammé
.	Fs	.
Tous	Di	tout
la	Da	le
foudre	Nc	foudre
à	S	à
la	Da	le
main	Nc	main
,	Fw	,
et	Cc	et
d'	S	de
un	Dn	un
commun	Ag	commun
accord	Nc	accord
Fondent	Vvc	fonder|fondre
sur	S	sur
l'	Da	le
autre	Ag	autre
Armée	Nc	armée
avecque	Vvc	avecque
tant	Rg	tant
d'	S	de
effort	Nc	effort
,	Fw	,
Que	Vvc	que
par	S	par
ce	Dd	ce
rude	Ag	rude
choc	Nc	choc
se	Pp	il
voyant	Ga	voir
ébranlée	Ge	ébranler
,	Fw	,
Elle	Vvc	elle
épaissit	Vvc	épaissir
ses	Ds	son
rangs	Nc	rang
,	Fw	,
évite	Vvc	éviter
la	Da	le
mêlée	Nc	mêlée
,	Fw	,
Et	Vvc	et
ménageant	Ga	ménager
sa	Ds	son
force	Nc	force|forcé
avecque	Vvc	avecque
sa	Ds	son
valeur	Nc	valeur
,	Fw	,
Laisse	Vvc	laisser
exhaler	Vvn	exhaler
sans	S	sans
bruit	Nc	bruit
leur	Ds	leur
première	Ag	premier
chaleur	Nc	chaleur
.	Fs	.
Brute	Nc	brute
aime	Vvc	aimer
le	Da	le
péril	Nc	péril
,	Fw	,
et	Cc	et
veut	Vvc	vouloir
tout	Rg	tout
entreprendre	Vvn	entreprendre
.	Fs	.
Antoine	Nc	antoine
moins	Rg	moins
ardent	Ag	ardent
s'	Pp	se
obstine	Vvc	obstiner
à	S	à
se	Pp	il
défendre	Vvn	défendre
.	Fs	.
Enfin	Rg	enfin
voyant	Ga	voir
ses	Ds	son
gens	Nc	gens|gent
,	Fw	,
et	Cc	et
plus	Rg	plus
frais	Ag	frais
,	Fw	,
et	Cc	et
plus	Rg	plus
forts	Ag	fort
,	Fw	,
Et	Vvc	et
nos	Ds	notre
Soldats	Nc	soldat
lassés	Ge	lasser
par	S	par
leur	Ds	leur
propres	Ag	propre
efforts	Nc	effort
,	Fw	,
Il	Vvc	il
fait	Ge	faire
quitter	Vvn	quitter
aux	S+Da	à+les
siens	Ps	sien
le	Da	le
soin	Nc	soin
de	S	de
leur	Ds	leur
défense	Nc	défense
,	Fw	,
Et	Vvc	et
lâche	Ag	lâche
enfin	Rg	enfin
la	Da	le
bride	Nc	bride
à	S	à
leur	Ds	leur
impatience	Nc	impatience
.	Fs	.
Ils	Pp	ils
se	Pp	il
mêlent	Vvc	mêler
alors	Rg	alors
,	Fw	,
mais	Cc	mais
se	Pp	il
reconnaissant	Ga	reconnaître
,	Fw	,
La	Vvc	la
sang	Nc	sang
ou	Cc	ou
l'	Da	le
amitié	Nc	amitié
les	Pp	ils
rend	Vvc	rendre
tous	Di	tout
languissant	Ag	languissant
.	Fs	.
Tous	Pi	tout
poussés	Ge	pousser
par	S	par
leurs	Ds	leur
Chefs	Nc	chef
,	Fw	,
plus	Rg	plus
que	Cs	que
par	S	par
leur	Ds	leur
courage	Nc	courage
,	Fw	,
Les	Vvc	les
yeux	Nc	œil
fermés	Ge	fermer
d'	S	de
horreur	Nc	horreur
s'	Pp	se
excitent	Vvc	exciter
au	S+Da	à+le
carnage	Nc	carnage
.	Fs	.
L'	Da	le
un	Pi	un
étouffe	Vvc	étouffer
un	Dn	un
germain	Nc	germain
,	Fw	,
qu'	Cs	que
il	Pp	il
brûle	Vvc	brûler
d'	S	de
embrasser	Vvn	embrasser
;	Fw	;
L'	Vvc	l'
autre	Pi	autre
immole	Vvc	immoler
un	Dn	un
ami	Nc	ami
qu'	Pr	que
il	Pp	il
voudrait	Vvc	vouloir
caresser	Vvn	caresser
.	Fs	.
J'	Pp	je
en	Pp	en
vois	Vvc	voir
parmi	S	parmi
ceux	Pd	celui
-là	Vvc	-là
qui	Pr	qui
devenus	Ge	devenir
timides	Ag	timide
Par	Nc	par
l'	Da	le
effroyable	Ag	effroyable
aspect	Nc	aspect
de	S	de
tant	Rg	tant
de	S	de
parricides	Nc	parricide
,	Fw	,
À	Nc	à
des	S+Da	de+le|de+les
crimes	Nc	crime
si	Rg	si
noirs	Ag	noir
n'	Rp	ne
osent	Vvc	oser
s'	Pp	se
abandonner	Vvn	abandonner
,	Fw	,
Et	Vvc	et
reçoivent	Vvc	recevoir
la	Da	le
mort	Nc	mort
de	S	de
peur	Nc	peur
de	S	de
la	Pp	il
donner	Vvn	donner
.	Fs	.
L'	Da	le
un	Di	un
combat	Nc	combat
seulement	Rg	seulement
d'	S	de
une	Dn	un
main	Nc	main
languissante	Ag	languissant
,	Fw	,
Qui	Vvc	qui
par	S	par
des	Dn	un
coups	Nc	coup
légers	Ag	léger
se	Pp	il
conserve	Vvc	conserver
innocente	Ag	innocent
.	Fs	.
Plusieurs	Pi	plusieurs
vengent	Vvc	venger
sur	S	sur
eux	Pp	eux
celui	Pd	celui
qu'	Pr	que
ils	Pp	ils
ont	Vuc	avoir
blessé	Ge	blesser
;	Fw	;
D'	Nc	d'
autres	Ag	autre
mêlent	Vvc	mêler
des	Dn	un
pleurs	Nc	pleur
au	S+Da	à+le
sang	Nc	sang
qu'	Pr	que
ils	Pp	ils
ont	Vuc	avoir
versé	Ge	verser
;	Fw	;
L'	Vvc	l'
un	Pi	un
met	Vvc	mettre
les	Da	le
armes	Nc	arme|armé
bas	Ag	bas
,	Fw	,
l'	Da	le
autre	Pi	autre
rompt	Vvc	rompre
son	Ds	son
épée	Nc	épée
;	Fw	;
L'	Vvc	l'
un	Pi	un
,	Fw	,
qui	Pr	qui
portait	Vvc	porter
un	Dn	un
coup	Nc	coup
voit	Vvc	voir
sa	Ds	son
valeur	Nc	valeur
trompée	Ge	tromper
,	Fw	,
Est	Vvc	est
ravi	Ge	ravir
de	S	de
faillir	Vvn	faillir
le	Da	le
coup	Nc	coup
qu'	Pr	que
il	Pp	il
entreprend	Vvc	entreprendre
;	Fw	;
Un	Vvc	un
autre	Pi	autre
terrassé	Ge	terrasser
par	S	par
la	Da	le
main	Nc	main
d'	S	de
un	Dn	un
parent	Nc	parent
,	Fw	,
Pour	Nc	pour
le	Pp	il
laisser	Vvn	laisser
jouir	Vvn	jouir
d'	S	de
un	Dn	un
si	Rg	si
triste	Ag	triste
avantage	Nc	avantage
,	Fw	,
Lui	Nc	lui
cache	Vvc	cacher
son	Ds	son
forfait	Nc	forfait
en	S	en
couvrant	Ga	couvrir
son	Ds	son
visage	Nc	visage
.	Fs	.
Mais	Cc	mais
enfin	Rg	enfin
quelque	Di	quelque
amour	Nc	amour
qu'	Pr	que
ils	Pp	ils
sentent	Vvc	sentir
pour	S	pour
le	Da	le
sang	Nc	sang
,	Fw	,
La	Vvc	la
fureur	Nc	fureur
les	Pp	ils
surmonte	Vvc	surmonter
,	Fw	,
et	Cc	et
n'	Rp	ne
épargne	Vvc	épargner
aucun	Di	aucun
flanc	Nc	flanc
.	Fs	.
Là	Vvc	là
de	S	de
crainte	Nc	crainte
,	Fw	,
et	Cc	et
d'	S	de
horreur	Nc	horreur
,	Fw	,
j'	Pp	je
avais	Vuc	avoir
l'	Da	le
âme	Nc	âme
transie	Ge	transir
,	Fw	,
Quand	Ag	quand
Philipe	Nc	philipe
venant	Ga	venir
du	S+Da	de+le
combat	Nc	combat
de	S	de
Cassie	Nc	cassie
M'	Vvc	m'
aborde	Ge	aborder
avec	S	avec
le	Da	le
front	Nc	front
d'	S	de
un	Dn	un
homme	Nc	homme
satisfait	Ge	satisfaire
,	Fw	,
Et	Vvc	et
me	Pp	je
dit	Vvc	dire
en	S	en
courant	Nc	courant
qu'	Pr	que
Octave	Vvc	octave
était	Vuc	être
défait	Ge	défaire
;	Fw	;
Il	Vvc	il
sème	Nc	sème
dans	S	dans
le	Da	le
camp	Nc	camp
cette	Dd	ce
grande	Ag	grand
victoire	Nc	victoire
;	Fw	;
Brute	Vvc	brute
l'	Pp	il
apprend	Vvc	apprendre
soudain	Rg	soudain
,	Fw	,
et	Cc	et
prend	Vvc	prendre
part	Nc	part
à	S	à
la	Da	le
gloire	Nc	gloire
:	Fw	:
Il	Pp	il
montre	Vvc	montrer
plus	Rg	plus
d'	S	de
ardeur	Nc	ardeur
,	Fw	,
mais	Cc	mais
presque	Rg	presque
en	S	en
même	Ag	même
instant	Nc	instant
Le	Vvc	le
sort	Nc	sort
capricieux	Ag	capricieux
,	Fw	,
et	Cc	et
toujours	Rg	toujours
inconstant	Ag	inconstant
,	Fw	,
Altère	Vvc	altère
cette	Dd	ce
joie	Nc	joie
en	S	en
abandonnant	Ga	abandonner
Brute	Vvc	brute
,	Fw	,
Ses	Vvc	ses
gens	Nc	gens|gent
lâchent	Vvc	lâcher
le	Da	le
pied	Nc	pied
,	Fw	,
il	Pp	il
reste	Vvc	rester
seul	Ag	seul
en	S	en
butte	Nc	butte
;	Fw	;
Son	Nc	son
cheval	Nc	cheval
par	S	par
leur	Ds	leur
fuite	Nc	fuite
est	Vuc	être
soudain	Rg	soudain
renversé	Ge	renverser
:	Fw	:
Il	Pp	il
tombe	Vvc	tomber
...	Fs	...
Justes	Vvc	justes
Dieux	Ag	dieux
!	Fs	!
Mais	Cc	mais
sans	S	sans
s'	Pp	se
être	Vun	être
blessé	Ge	blesser
.	Fs	.
Philipe	Nc	philipe
voit	Vvc	voir
sa	Ds	son
chute	Nc	chute
,	Fw	,
et	Cc	et
sans	S	sans
en	Pp	en
voir	Vvn	voir
la	Da	le
suite	Nc	suite
,	Fw	,
Vers	Vvc	vers
le	Da	le
camp	Nc	camp
de	S	de
Cassie	Nc	cassie
il	Pp	il
se	Pp	il
sauve	Vvc	sauver
à	S	à
la	Da	le
fuite	Nc	fuite
.	Fs	.
Moi	Pp	je
pour	S	pour
secourir	Vvn	secourir
Brute	Vvc	brute
étant	Ga	être
un	Dn	un
peu	Rg	peu
trop	Rg	trop
loin	Rg	loin
,	Fw	,
J'	Vvc	j'
en	Pp	en
vois	Vvc	voir
,	Fw	,
qui	Pr	qui
plus	Rg	plus
présents	Nc	présent
m'	Pp	je
épargnèrent	Vvc	épargner
ce	Dd	ce
soin	Nc	soin
.	Fs	.
Il	Pp	il
remonte	Vvc	remonter
à	S	à
cheval	Nc	cheval
,	Fw	,
et	Cc	et
soudain	Rg	soudain
son	Ds	son
courage	Nc	courage
,	Fw	,
Semble	Vvc	sembler
par	S	par
le	Da	le
dépit	Nc	dépit
se	Pp	il
convertir	Vvn	convertir
en	S	en
rage	Nc	rage
:	Fw	:
Il	Pp	il
court	Vvc	courir
de	S	de
tous	Di	tout
côtés	Nc	côté
,	Fw	,
plus	Rg	plus
vite	Rg	vite
que	Cs	que
le	Da	le
vent	Nc	vent
;	Fw	;
S'	Vvc	s'
oppose	Nc	opposé
aux	S+Da	à+les
fugitifs	Nc	fugitif
,	Fw	,
leur	Pp	leur
gagne	Vvc	gagner
le	Da	le
devant	Ga	devoir
,	Fw	,
Fait	Vvc	faire
avancer	Vvn	avancer
contre	S	contre
eux	Pp	eux
toute	Di	tout
l'	Da	le
arrière-garde	Nc	arrière-garde
,	Fw	,
Arrête	Vvc	arrête
enfin	Rg	enfin
leur	Ds	leur
fuite	Nc	fuite
,	Fw	,
ou	Cc	ou
du	S+Da	de+le
